State,Year,Injury_Intent,Total_Deaths,Population,"Age-adjusted Rate (per 100,000)"
Nevada,2017,Firearm Homicide (including Legal Intervention),168,2998039,5.86209
Nevada,2018,All Firearm Deaths,550,3034392,17.858869552612305
Nevada,2018,Firearm Suicide,367,3034392,11.50247
Nevada,2018,Firearm Homicide (including Legal Intervention),175,3034392,6.08442
Nevada,2019,All Firearm Deaths,490,3080156,15.269309997558594
Nevada,2019,Firearm Suicide,354,3080156,10.67081
Nevada,2019,Firearm Homicide (including Legal Intervention),129,3080156,4.36018
Nevada,2020,All Firearm Deaths,547,3138259,16.960920333862305
Nevada,2020,Firearm Suicide,372,3138259,11.11843
Nevada,2020,Firearm Homicide (including Legal Intervention),166,3138259,5.54298
New Hampshire,2011,All Firearm Deaths,92,1318194,6.416629791259766
New Hampshire,2011,Firearm Suicide,75,1318194,5.05846
New Hampshire,2011,Firearm Homicide (including Legal Intervention),15,1318194,
New Hampshire,2012,All Firearm Deaths,117,1320718,8.128890037536621
New Hampshire,2012,Firearm Suicide,98,1320718,6.6772
New Hampshire,2012,Firearm Homicide (including Legal Intervention),14,1320718,
New Hampshire,2013,All Firearm Deaths,93,1323459,6.447050094604492
New Hampshire,2013,Firearm Suicide,81,1323459,5.52375
New Hampshire,2013,Firearm Homicide (including Legal Intervention),10,1323459,
New Hampshire,2014,All Firearm Deaths,122,1326813,8.677949905395508
New Hampshire,2014,Firearm Suicide,110,1326813,7.70748
New Hampshire,2014,Firearm Homicide (including Legal Intervention),10,1326813,
New Hampshire,2015,All Firearm Deaths,121,1330608,8.948490142822266
New Hampshire,2015,Firearm Suicide,107,1330608,7.82752
New Hampshire,2015,Firearm Homicide (including Legal Intervention),14,1330608,
New Hampshire,2016,All Firearm Deaths,132,1334795,9.332220077514648
New Hampshire,2016,Firearm Suicide,123,1334795,8.68537
New Hampshire,2016,Firearm Homicide (including Legal Intervention),,1334795,
New Hampshire,2017,All Firearm Deaths,146,1342795,10.381540298461914
New Hampshire,2017,Firearm Suicide,132,1342795,9.23278
New Hampshire,2017,Firearm Homicide (including Legal Intervention),11,1342795,
New Hampshire,2018,All Firearm Deaths,155,1356458,10.751250267028809
New Hampshire,2018,Firearm Suicide,135,1356458,9.11373
New Hampshire,2018,Firearm Homicide (including Legal Intervention),18,1356458,
New Hampshire,2019,All Firearm Deaths,156,1359711,10.663490295410156
New Hampshire,2019,Firearm Suicide,132,1359711,8.86162
New Hampshire,2019,Firearm Homicide (including Legal Intervention),22,1359711,1.62348
New Hampshire,2020,All Firearm Deaths,128,1366275,8.923009872436523
New Hampshire,2020,Firearm Suicide,118,1366275,8.1614
New Hampshire,2020,Firearm Homicide (including Legal Intervention),10,1366275,
New Jersey,2011,All Firearm Deaths,482,8821155,5.563990116119385
New Jersey,2011,Firearm Suicide,181,8821155,1.92991
New Jersey,2011,Firearm Homicide (including Legal Intervention),297,8821155,3.58408
New Jersey,2012,All Firearm Deaths,444,8864590,5.082320213317871
New Jersey,2012,Firearm Suicide,160,8864590,1.679
New Jersey,2012,Firearm Homicide (including Legal Intervention),282,8864590,3.38792
New Jersey,2013,All Firearm Deaths,506,8899339,5.7388200759887695
New Jersey,2013,Firearm Suicide,194,8899339,2.03043
New Jersey,2013,Firearm Homicide (including Legal Intervention),304,8899339,3.62246
New Jersey,2014,All Firearm Deaths,468,8938175,5.327589988708496
New Jersey,2014,Firearm Suicide,194,8938175,1.99689
New Jersey,2014,Firearm Homicide (including Legal Intervention),271,8938175,3.2772
New Jersey,2015,All Firearm Deaths,475,8958013,5.365570068359375
New Jersey,2015,Firearm Suicide,189,8958013,1.94767
New Jersey,2015,Firearm Homicide (including Legal Intervention),284,8958013,3.36858
New Jersey,2016,All Firearm Deaths,485,8944469,5.496640205383301
New Jersey,2016,Firearm Suicide,176,8944469,1.80271
New Jersey,2016,Firearm Homicide (including Legal Intervention),300,8944469,3.60867
New Jersey,2017,All Firearm Deaths,478,9005644,5.329659938812256
New Jersey,2017,Firearm Suicide,204,9005644,2.09352
New Jersey,2017,Firearm Homicide (including Legal Intervention),269,9005644,3.17199
New Jersey,2018,All Firearm Deaths,420,8908520,4.773379802703857
New Jersey,2018,Firearm Suicide,193,8908520,2.01145
New Jersey,2018,Firearm Homicide (including Legal Intervention),223,8908520,2.7057
New Jersey,2019,All Firearm Deaths,368,8882190,4.12962007522583
New Jersey,2019,Firearm Suicide,173,8882190,1.71425
New Jersey,2019,Firearm Homicide (including Legal Intervention),194,8882190,2.40637
New Jersey,2020,All Firearm Deaths,443,8882371,5.029079914093018
New Jersey,2020,Firearm Suicide,181,8882371,1.82313
New Jersey,2020,Firearm Homicide (including Legal Intervention),256,8882371,3.13288
New Mexico,2011,All Firearm Deaths,306,2082224,14.797479629516602
New Mexico,2011,Firearm Suicide,221,2082224,10.48583
New Mexico,2011,Firearm Homicide (including Legal Intervention),81,2082224,4.12075
New Mexico,2012,All Firearm Deaths,323,2085538,15.477890014648438
New Mexico,2012,Firearm Suicide,230,2085538,10.88803
New Mexico,2012,Firearm Homicide (including Legal Intervention),88,2085538,4.35832
New Mexico,2013,All Firearm Deaths,326,2085287,15.486680030822754
New Mexico,2013,Firearm Suicide,222,2085287,10.2768
New Mexico,2013,Firearm Homicide (including Legal Intervention),96,2085287,4.85302
New Mexico,2014,All Firearm Deaths,340,2085572,15.951669692993164
New Mexico,2014,Firearm Suicide,244,2085572,11.16492
New Mexico,2014,Firearm Homicide (including Legal Intervention),90,2085572,4.5231
New Mexico,2015,All Firearm Deaths,390,2085109,18.559049606323242
New Mexico,2015,Firearm Suicide,275,2085109,12.56216
New Mexico,2015,Firearm Homicide (including Legal Intervention),109,2085109,5.68899
New Mexico,2016,All Firearm Deaths,383,2081015,18.144210815429688
New Mexico,2016,Firearm Suicide,243,2081015,11.02019
New Mexico,2016,Firearm Homicide (including Legal Intervention),129,2081015,6.61827
New Mexico,2017,All Firearm Deaths,394,2088070,18.54210090637207
New Mexico,2017,Firearm Suicide,261,2088070,11.82783
New Mexico,2017,Firearm Homicide (including Legal Intervention),119,2088070,6.06271
New Mexico,2018,All Firearm Deaths,438,2095428,20.691810607910156
New Mexico,2018,Firearm Suicide,281,2095428,12.64396
New Mexico,2018,Firearm Homicide (including Legal Intervention),152,2095428,7.77138
New Mexico,2019,All Firearm Deaths,471,2096829,22.26609992980957
New Mexico,2019,Firearm Suicide,284,2096829,12.68214
New Mexico,2019,Firearm Homicide (including Legal Intervention),173,2096829,8.92754
New Mexico,2020,All Firearm Deaths,479,2106319,22.656230926513672
New Mexico,2020,Firearm Suicide,303,2106319,13.72732
New Mexico,2020,Firearm Homicide (including Legal Intervention),163,2106319,8.28648
New York,2011,All Firearm Deaths,997,19465197,4.9816999435424805
New York,2011,Firearm Suicide,505,19465197,2.45378
New York,2011,Firearm Homicide (including Legal Intervention),480,19465197,2.47907
New York,2012,All Firearm Deaths,977,19570261,4.841529846191406
New York,2012,Firearm Suicide,516,19570261,2.477
New York,2012,Firearm Homicide (including Legal Intervention),455,19570261,2.34398
New York,2013,All Firearm Deaths,863,19651127,4.193759918212891
New York,2013,Firearm Suicide,465,19651127,2.1969
New York,2013,Firearm Homicide (including Legal Intervention),393,19651127,2.00453
New York,2014,All Firearm Deaths,875,19746227,4.2426300048828125
New York,2014,Firearm Suicide,474,19746227,2.21541
New York,2014,Firearm Homicide (including Legal Intervention),385,19746227,1.95722
New York,2015,All Firearm Deaths,849,19795791,4.150269985198975
New York,2015,Firearm Suicide,421,19795791,1.95668
New York,2015,Firearm Homicide (including Legal Intervention),418,19795791,2.13882
New York,2016,All Firearm Deaths,900,19745289,4.437099933624268
New York,2016,Firearm Suicide,490,19745289,2.29763
New York,2016,Firearm Homicide (including Legal Intervention),403,19745289,2.10065
New York,2017,All Firearm Deaths,772,19849399,3.737190008163452
New York,2017,Firearm Suicide,433,19849399,1.99702
New York,2017,Firearm Homicide (including Legal Intervention),327,19849399,1.66596
New York,2018,All Firearm Deaths,821,19542209,4.072619915008545
New York,2018,Firearm Suicide,445,19542209,2.06884
New York,2018,Firearm Homicide (including Legal Intervention),364,19542209,1.93793
New York,2019,All Firearm Deaths,804,19453561,3.9351699352264404
New York,2019,Firearm Suicide,455,19453561,2.09001
New York,2019,Firearm Homicide (including Legal Intervention),339,19453561,1.79553
New York,2020,All Firearm Deaths,1052,19336776,5.320409774780273
New York,2020,Firearm Suicide,462,19336776,2.12362
New York,2020,Firearm Homicide (including Legal Intervention),578,19336776,3.13661
North Carolina,2011,All Firearm Deaths,1154,9656401,11.7914400100708
North Carolina,2011,Firearm Suicide,728,9656401,7.29511
North Carolina,2011,Firearm Homicide (including Legal Intervention),382,9656401,4.03462
North Carolina,2012,All Firearm Deaths,1175,9752073,11.782360076904297
North Carolina,2012,Firearm Suicide,709,9752073,6.93426
North Carolina,2012,Firearm Homicide (including Legal Intervention),429,9752073,4.48423
North Carolina,2013,All Firearm Deaths,1223,9848060,12.14307975769043
North Carolina,2013,Firearm Suicide,771,9848060,7.46062
North Carolina,2013,Firearm Homicide (including Legal Intervention),419,9848060,4.37632
North Carolina,2014,All Firearm Deaths,1206,9943964,11.790780067443848
North Carolina,2014,Firearm Suicide,760,9943964,7.22858
North Carolina,2014,Firearm Homicide (including Legal Intervention),401,9943964,4.137
North Carolina,2015,All Firearm Deaths,1289,10042802,12.545370101928711
North Carolina,2015,Firearm Suicide,787,10042802,7.33481
North Carolina,2015,Firearm Homicide (including Legal Intervention),455,10042802,4.7607
North Carolina,2016,All Firearm Deaths,1409,10146788,13.6979398727417
North Carolina,2016,Firearm Suicide,788,10146788,7.36508
North Carolina,2016,Firearm Homicide (including Legal Intervention),582,10146788,5.95305
North Carolina,2017,All Firearm Deaths,1430,10273419,13.7256498336792
North Carolina,2017,Firearm Suicide,840,10273419,7.73863
North Carolina,2017,Firearm Homicide (including Legal Intervention),539,10273419,5.46567
North Carolina,2018,All Firearm Deaths,1416,10383620,13.29712963104248
North Carolina,2018,Firearm Suicide,873,10383620,7.87758
North Carolina,2018,Firearm Homicide (including Legal Intervention),506,10383620,5.06062
North Carolina,2019,All Firearm Deaths,1397,10488084,13.10632038116455
North Carolina,2019,Firearm Suicide,781,10488084,6.99492
North Carolina,2019,Firearm Homicide (including Legal Intervention),565,10488084,5.62871
North Carolina,2020,All Firearm Deaths,1699,10600823,15.966110229492188
North Carolina,2020,Firearm Suicide,879,10600823,7.85019
North Carolina,2020,Firearm Homicide (including Legal Intervention),766,10600823,7.58397
North Dakota,2011,All Firearm Deaths,61,683932,8.76255989074707
North Dakota,2011,Firearm Suicide,51,683932,7.20023
North Dakota,2011,Firearm Homicide (including Legal Intervention),,683932,
North Dakota,2012,All Firearm Deaths,73,699628,10.502659797668457
North Dakota,2012,Firearm Suicide,63,699628,9.08156
North Dakota,2012,Firearm Homicide (including Legal Intervention),,699628,
North Dakota,2013,All Firearm Deaths,86,723393,11.84982967376709
North Dakota,2013,Firearm Suicide,76,723393,10.2277
North Dakota,2013,Firearm Homicide (including Legal Intervention),,723393,
North Dakota,2014,All Firearm Deaths,96,739482,12.294230461120605
North Dakota,2014,Firearm Suicide,85,739482,10.8978
North Dakota,2014,Firearm Homicide (including Legal Intervention),,739482,
North Dakota,2015,All Firearm Deaths,92,756927,12.83508014678955
North Dakota,2015,Firearm Suicide,76,756927,10.3739
North Dakota,2015,Firearm Homicide (including Legal Intervention),11,756927,
North Dakota,2016,All Firearm Deaths,90,757952,11.865309715270996
North Dakota,2016,Firearm Suicide,75,757952,9.80481
North Dakota,2016,Firearm Homicide (including Legal Intervention),10,757952,
North Dakota,2017,All Firearm Deaths,103,755393,13.177980422973633
North Dakota,2017,Firearm Suicide,93,755393,11.87546
North Dakota,2017,Firearm Homicide (including Legal Intervention),,755393,
North Dakota,2018,All Firearm Deaths,89,760077,11.534270286560059
North Dakota,2018,Firearm Suicide,75,760077,9.76866
North Dakota,2018,Firearm Homicide (including Legal Intervention),13,760077,
North Dakota,2019,All Firearm Deaths,93,762062,12.437899589538574
North Dakota,2019,Firearm Suicide,79,762062,10.28822
North Dakota,2019,Firearm Homicide (including Legal Intervention),10,762062,
North Dakota,2020,All Firearm Deaths,100,765309,13.765040397644043
North Dakota,2020,Firearm Suicide,77,765309,10.45236
North Dakota,2020,Firearm Homicide (including Legal Intervention),19,765309,
Ohio,2011,All Firearm Deaths,1227,11544951,10.541000366210938
Ohio,2011,Firearm Suicide,726,11544951,5.99128
Ohio,2011,Firearm Homicide (including Legal Intervention),473,11544951,4.30677
Ohio,2012,All Firearm Deaths,1263,11544225,10.85846996307373
Ohio,2012,Firearm Suicide,784,11544225,6.43042
Ohio,2012,Firearm Homicide (including Legal Intervention),453,11544225,4.17291
Ohio,2013,All Firearm Deaths,1289,11570808,11.025970458984375
Ohio,2013,Firearm Suicide,800,11570808,6.56564
Ohio,2013,Firearm Homicide (including Legal Intervention),460,11570808,4.22718
Ohio,2014,All Firearm Deaths,1211,11594163,10.308449745178223
Ohio,2014,Firearm Suicide,744,11594163,6.04156
Ohio,2014,Firearm Homicide (including Legal Intervention),439,11594163,4.03147
Ohio,2015,All Firearm Deaths,1397,11613423,11.917449951171875
Ohio,2015,Firearm Suicide,861,11613423,7.08002
Ohio,2015,Firearm Homicide (including Legal Intervention),502,11613423,4.54352
Ohio,2016,All Firearm Deaths,1524,11614373,12.917699813842773
Ohio,2016,Firearm Suicide,926,11614373,7.45773
Ohio,2016,Firearm Homicide (including Legal Intervention),572,11614373,5.23063
Ohio,2017,All Firearm Deaths,1589,11658609,13.73507022857666
Ohio,2017,Firearm Suicide,918,11658609,7.54822
Ohio,2017,Firearm Homicide (including Legal Intervention),642,11658609,5.90612
Ohio,2018,All Firearm Deaths,1555,11689442,13.0733003616333
Ohio,2018,Firearm Suicide,962,11689442,7.71527
Ohio,2018,Firearm Homicide (including Legal Intervention),563,11689442,5.07709
Ohio,2019,All Firearm Deaths,1578,11689100,13.348400115966797
Ohio,2019,Firearm Suicide,980,11689100,7.84993
Ohio,2019,Firearm Homicide (including Legal Intervention),575,11689100,5.29803
Ohio,2020,All Firearm Deaths,1764,11693217,15.194029808044434
Ohio,2020,Firearm Suicide,903,11693217,7.23829
Ohio,2020,Firearm Homicide (including Legal Intervention),834,11693217,7.71543
Oklahoma,2011,All Firearm Deaths,628,3791508,16.571269989013672
Oklahoma,2011,Firearm Suicide,440,3791508,11.54098
Oklahoma,2011,Firearm Homicide (including Legal Intervention),168,3791508,4.52128
Oklahoma,2012,All Firearm Deaths,619,3814820,16.25782012939453
Oklahoma,2012,Firearm Suicide,411,3814820,10.61064
Oklahoma,2012,Firearm Homicide (including Legal Intervention),191,3814820,5.16045
Oklahoma,2013,All Firearm Deaths,632,3850568,16.461589813232422
Oklahoma,2013,Firearm Suicide,433,3850568,11.0701
Oklahoma,2013,Firearm Homicide (including Legal Intervention),179,3850568,4.88984
Oklahoma,2014,All Firearm Deaths,611,3878051,15.696109771728516
Oklahoma,2014,Firearm Suicide,435,3878051,11.05559
Oklahoma,2014,Firearm Homicide (including Legal Intervention),157,3878051,4.18658
Oklahoma,2015,All Firearm Deaths,706,3911338,17.976160049438477
Oklahoma,2015,Firearm Suicide,468,3911338,11.61556
Oklahoma,2015,Firearm Homicide (including Legal Intervention),222,3911338,5.9216
Oklahoma,2016,All Firearm Deaths,766,3923561,19.632009506225586
Oklahoma,2016,Firearm Suicide,517,3923561,12.94748
Oklahoma,2016,Firearm Homicide (including Legal Intervention),238,3923561,6.43254
Oklahoma,2017,All Firearm Deaths,681,3930864,17.223690032958984
Oklahoma,2017,Firearm Suicide,439,3930864,10.72251
Oklahoma,2017,Firearm Homicide (including Legal Intervention),229,3930864,6.18546
Oklahoma,2018,All Firearm Deaths,665,3943079,16.777990341186523
Oklahoma,2018,Firearm Suicide,465,3943079,11.43931
Oklahoma,2018,Firearm Homicide (including Legal Intervention),185,3943079,4.93278
Oklahoma,2019,All Firearm Deaths,737,3956971,18.562030792236328
Oklahoma,2019,Firearm Suicide,473,3956971,11.52465
Oklahoma,2019,Firearm Homicide (including Legal Intervention),246,3956971,6.55798
Oklahoma,2020,All Firearm Deaths,826,3980783,20.747539520263672
Oklahoma,2020,Firearm Suicide,538,3980783,13.18462
Oklahoma,2020,Firearm Homicide (including Legal Intervention),270,3980783,7.10756
Oregon,2011,All Firearm Deaths,420,3871859,10.495499610900879
Oregon,2011,Firearm Suicide,343,3871859,8.53455
Oregon,2011,Firearm Homicide (including Legal Intervention),68,3871859,1.74728
Oregon,2012,All Firearm Deaths,443,3899353,10.842129707336426
Oregon,2012,Firearm Suicide,367,3899353,8.93527
Oregon,2012,Firearm Homicide (including Legal Intervention),65,3899353,1.64544
Oregon,2013,All Firearm Deaths,462,3930065,11.034259796142578
Oregon,2013,Firearm Suicide,389,3930065,9.18615
Oregon,2013,Firearm Homicide (including Legal Intervention),61,3930065,1.56734
Oregon,2014,All Firearm Deaths,497,3970239,11.655099868774414
Oregon,2014,Firearm Suicide,422,3970239,9.77805
Oregon,2014,Firearm Homicide (including Legal Intervention),69,3970239,1.73766
Oregon,2015,All Firearm Deaths,486,4028977,11.372949600219727
Oregon,2015,Firearm Suicide,373,4028977,8.54435
Oregon,2015,Firearm Homicide (including Legal Intervention),105,4028977,2.64033
Oregon,2016,All Firearm Deaths,513,4093465,11.853520393371582
Oregon,2016,Firearm Suicide,414,4093465,9.3394
Oregon,2016,Firearm Homicide (including Legal Intervention),89,4093465,2.24527
Oregon,2017,All Firearm Deaths,528,4142776,12.110779762268066
Oregon,2017,Firearm Suicide,439,4142776,9.88704
Oregon,2017,Firearm Homicide (including Legal Intervention),84,4142776,2.13987
Oregon,2018,All Firearm Deaths,519,4190713,11.65762996673584
Oregon,2018,Firearm Suicide,427,4190713,9.40573
Oregon,2018,Firearm Homicide (including Legal Intervention),82,4190713,2.01212
Oregon,2019,All Firearm Deaths,566,4217737,12.55679988861084
Oregon,2019,Firearm Suicide,466,4217737,10.16341
Oregon,2019,Firearm Homicide (including Legal Intervention),90,4217737,2.2013
Oregon,2020,All Firearm Deaths,592,4241507,12.972040176391602
Oregon,2020,Firearm Suicide,454,4241507,9.62945
Oregon,2020,Firearm Homicide (including Legal Intervention),125,4241507,3.00775
Pennsylvania,2011,All Firearm Deaths,1438,12742886,11.06624984741211
Pennsylvania,2011,Firearm Suicide,883,12742886,6.50375
Pennsylvania,2011,Firearm Homicide (including Legal Intervention),524,12742886,4.33056
Pennsylvania,2012,All Firearm Deaths,1453,12763536,11.170949935913086
Pennsylvania,2012,Firearm Suicide,819,12763536,5.94132
Pennsylvania,2012,Firearm Homicide (including Legal Intervention),565,12763536,4.70216
Pennsylvania,2013,All Firearm Deaths,1451,12773801,11.171290397644043
Pennsylvania,2013,Firearm Suicide,918,12773801,6.69798
Pennsylvania,2013,Firearm Homicide (including Legal Intervention),503,12773801,4.22241
Pennsylvania,2014,All Firearm Deaths,1390,12787209,10.467229843139648
Pennsylvania,2014,Firearm Suicide,897,12787209,6.2784
Pennsylvania,2014,Firearm Homicide (including Legal Intervention),477,12787209,4.0576
Pennsylvania,2015,All Firearm Deaths,1485,12802503,11.398710250854492
Pennsylvania,2015,Firearm Suicide,932,12802503,6.72729
Pennsylvania,2015,Firearm Homicide (including Legal Intervention),532,12802503,4.48811
Pennsylvania,2016,All Firearm Deaths,1555,12784227,11.956000328063965
Pennsylvania,2016,Firearm Suicide,976,12784227,7.07082
Pennsylvania,2016,Firearm Homicide (including Legal Intervention),553,12784227,4.63459
Pennsylvania,2017,All Firearm Deaths,1636,12805537,12.519200325012207
Pennsylvania,2017,Firearm Suicide,993,12805537,7.10974
Pennsylvania,2017,Firearm Homicide (including Legal Intervention),623,12805537,5.25978
Pennsylvania,2018,All Firearm Deaths,1654,12807060,12.500069618225098
Pennsylvania,2018,Firearm Suicide,1025,12807060,7.27016
Pennsylvania,2018,Firearm Homicide (including Legal Intervention),598,12807060,4.99307
Pennsylvania,2019,All Firearm Deaths,1541,12801989,11.6696195602417
Pennsylvania,2019,Firearm Suicide,964,12801989,6.77333
Pennsylvania,2019,Firearm Homicide (including Legal Intervention),556,12801989,4.7202
Pennsylvania,2020,All Firearm Deaths,1752,12783254,13.588879585266113
Pennsylvania,2020,Firearm Suicide,919,12783254,6.46589
Pennsylvania,2020,Firearm Homicide (including Legal Intervention),806,12783254,6.9132
Rhode Island,2011,All Firearm Deaths,33,1051302,2.970329999923706
Rhode Island,2011,Firearm Suicide,20,1051302,1.74265
Rhode Island,2011,Firearm Homicide (including Legal Intervention),12,1051302,
Rhode Island,2012,All Firearm Deaths,42,1050292,4.134049892425537
Rhode Island,2012,Firearm Suicide,26,1050292,2.50524
Rhode Island,2012,Firearm Homicide (including Legal Intervention),16,1050292,
Rhode Island,2013,All Firearm Deaths,56,1051511,5.252319812774658
Rhode Island,2013,Firearm Suicide,34,1051511,3.18876
Rhode Island,2013,Firearm Homicide (including Legal Intervention),19,1051511,
Rhode Island,2014,All Firearm Deaths,34,1055173,2.9687600135803223
Rhode Island,2014,Firearm Suicide,20,1055173,1.65824
Rhode Island,2014,Firearm Homicide (including Legal Intervention),13,1055173,
Rhode Island,2015,All Firearm Deaths,51,1056298,4.658360004425049
Rhode Island,2015,Firearm Suicide,40,1056298,3.54788
Rhode Island,2015,Firearm Homicide (including Legal Intervention),10,1056298,
Rhode Island,2016,All Firearm Deaths,49,1056426,4.117760181427002
Rhode Island,2016,Firearm Suicide,35,1056426,2.82826
Rhode Island,2016,Firearm Homicide (including Legal Intervention),14,1056426,
Rhode Island,2017,All Firearm Deaths,43,1059639,3.8586599826812744
Rhode Island,2017,Firearm Suicide,33,1059639,2.85569
Rhode Island,2017,Firearm Homicide (including Legal Intervention),10,1059639,
Rhode Island,2018,All Firearm Deaths,37,1057315,3.2598700523376465
Rhode Island,2018,Firearm Suicide,23,1057315,2.01926
Rhode Island,2018,Firearm Homicide (including Legal Intervention),13,1057315,
Rhode Island,2019,All Firearm Deaths,48,1059361,4.5751800537109375
Rhode Island,2019,Firearm Suicide,33,1059361,2.89861
Rhode Island,2019,Firearm Homicide (including Legal Intervention),12,1059361,
Rhode Island,2020,All Firearm Deaths,54,1057125,5.125720024108887
Rhode Island,2020,Firearm Suicide,30,1057125,2.69891
Rhode Island,2020,Firearm Homicide (including Legal Intervention),22,1057125,2.21675
South Carolina,2011,All Firearm Deaths,705,4679230,14.846389770507812
South Carolina,2011,Firearm Suicide,426,4679230,8.70754
South Carolina,2011,Firearm Homicide (including Legal Intervention),260,4679230,5.71962
South Carolina,2012,All Firearm Deaths,743,4723723,15.2914400100708
South Carolina,2012,Firearm Suicide,433,4723723,8.535
South Carolina,2012,Firearm Homicide (including Legal Intervention),279,4723723,6.10395
South Carolina,2013,All Firearm Deaths,745,4774839,15.188650131225586
South Carolina,2013,Firearm Suicide,470,4774839,9.21964
South Carolina,2013,Firearm Homicide (including Legal Intervention),254,4774839,5.55
South Carolina,2014,All Firearm Deaths,767,4832482,15.542770385742188
South Carolina,2014,Firearm Suicide,479,4832482,9.43661
South Carolina,2014,Firearm Homicide (including Legal Intervention),272,4832482,5.78284
South Carolina,2015,All Firearm Deaths,850,4896146,17.2910099029541
South Carolina,2015,Firearm Suicide,469,4896146,9.2159
South Carolina,2015,Firearm Homicide (including Legal Intervention),366,4896146,7.74187
South Carolina,2016,All Firearm Deaths,891,4961119,17.660999298095703
South Carolina,2016,Firearm Suicide,525,4961119,9.94286
South Carolina,2016,Firearm Homicide (including Legal Intervention),339,4961119,7.14651
South Carolina,2017,All Firearm Deaths,893,5024369,17.663219451904297
South Carolina,2017,Firearm Suicide,531,5024369,10.03767
South Carolina,2017,Firearm Homicide (including Legal Intervention),342,5024369,7.2031
South Carolina,2018,All Firearm Deaths,895,5084127,17.565170288085938
South Carolina,2018,Firearm Suicide,493,5084127,9.07806
South Carolina,2018,Firearm Homicide (including Legal Intervention),377,5084127,8.03636
South Carolina,2019,All Firearm Deaths,1012,5148714,19.87816047668457
South Carolina,2019,Firearm Suicide,532,5148714,9.84187
South Carolina,2019,Firearm Homicide (including Legal Intervention),459,5148714,9.6173
South Carolina,2020,All Firearm Deaths,1131,5218040,22.014989852905273
South Carolina,2020,Firearm Suicide,565,5218040,10.29895
South Carolina,2020,Firearm Homicide (including Legal Intervention),533,5218040,10.99664
South Dakota,2011,All Firearm Deaths,71,824082,8.446869850158691
South Dakota,2011,Firearm Suicide,60,824082,7.04778
South Dakota,2011,Firearm Homicide (including Legal Intervention),10,824082,
South Dakota,2012,All Firearm Deaths,84,833354,9.545350074768066
South Dakota,2012,Firearm Suicide,76,833354,8.66991
South Dakota,2012,Firearm Homicide (including Legal Intervention),,833354,
South Dakota,2013,All Firearm Deaths,80,844877,9.97914981842041
South Dakota,2013,Firearm Suicide,71,844877,8.89884
South Dakota,2013,Firearm Homicide (including Legal Intervention),,844877,
South Dakota,2014,All Firearm Deaths,89,853175,10.333390235900879
South Dakota,2014,Firearm Suicide,76,853175,8.79141
South Dakota,2014,Firearm Homicide (including Legal Intervention),11,853175,
South Dakota,2015,All Firearm Deaths,96,858469,11.05465030670166
South Dakota,2015,Firearm Suicide,73,858469,8.21643
South Dakota,2015,Firearm Homicide (including Legal Intervention),17,858469,
South Dakota,2016,All Firearm Deaths,108,865454,13.378820419311523
South Dakota,2016,Firearm Suicide,84,865454,10.22539
South Dakota,2016,Firearm Homicide (including Legal Intervention),19,865454,
South Dakota,2017,All Firearm Deaths,101,869666,11.858559608459473
South Dakota,2017,Firearm Suicide,83,869666,9.60152
South Dakota,2017,Firearm Homicide (including Legal Intervention),15,869666,
South Dakota,2018,All Firearm Deaths,117,882235,13.58335018157959
South Dakota,2018,Firearm Suicide,91,882235,10.3523
South Dakota,2018,Firearm Homicide (including Legal Intervention),19,882235,
South Dakota,2019,All Firearm Deaths,113,884659,13.065560340881348
South Dakota,2019,Firearm Suicide,98,884659,11.25295
South Dakota,2019,Firearm Homicide (including Legal Intervention),13,884659,
South Dakota,2020,All Firearm Deaths,120,892717,13.558730125427246
South Dakota,2020,Firearm Suicide,88,892717,9.62583
South Dakota,2020,Firearm Homicide (including Legal Intervention),28,892717,3.4681
Tennessee,2011,All Firearm Deaths,948,6403353,14.424989700317383
Tennessee,2011,Firearm Suicide,591,6403353,8.7312
Tennessee,2011,Firearm Homicide (including Legal Intervention),316,6403353,5.07406
Tennessee,2012,All Firearm Deaths,995,6456243,15.008689880371094
Tennessee,2012,Firearm Suicide,626,6456243,9.19303
Tennessee,2012,Firearm Homicide (including Legal Intervention),330,6456243,5.21386
Tennessee,2013,All Firearm Deaths,1030,6495978,15.419010162353516
Tennessee,2013,Firearm Suicide,676,6495978,9.87574
Tennessee,2013,Firearm Homicide (including Legal Intervention),316,6495978,5.00218
Tennessee,2014,All Firearm Deaths,1016,6549352,15.141519546508789
Tennessee,2014,Firearm Suicide,644,6549352,9.3046
Tennessee,2014,Firearm Homicide (including Legal Intervention),318,6549352,5.05429
Tennessee,2015,All Firearm Deaths,1075,6600299,15.98462963104248
Tennessee,2015,Firearm Suicide,638,6600299,9.17999
Tennessee,2015,Firearm Homicide (including Legal Intervention),372,6600299,5.85988
Tennessee,2016,All Firearm Deaths,1148,6651194,17.068830490112305
Tennessee,2016,Firearm Suicide,675,6651194,9.65911
Tennessee,2016,Firearm Homicide (including Legal Intervention),442,6651194,6.93782
Tennessee,2017,All Firearm Deaths,1246,6715984,18.407779693603516
Tennessee,2017,Firearm Suicide,711,6715984,9.983
Tennessee,2017,Firearm Homicide (including Legal Intervention),484,6715984,7.69271
Tennessee,2018,All Firearm Deaths,1228,6770010,17.849130630493164
Tennessee,2018,Firearm Suicide,690,6770010,9.59463
Tennessee,2018,Firearm Homicide (including Legal Intervention),513,6770010,7.88857
